UniqueID,What is your gender?,What is your age?,What is your race?,Are you hispanic?,What is your level of education?,What is your income?,What area of New York are you from?,What is your zip code?,What is your borough?,Do you have a drivers license?,Do you have access to a car?,Reason for car,What type of car do you have?,Where do you park your car?,Do you pay to park?,Do you have a smartphone?,Do you own a bike?,How many bikes do you own?,qBIKETYPE1,Where do your packages get delivered?,"If you get parcels at a postal store, how far away are they?",Opinion of the subway,Has this affected how often you use the subway?,Opinion on the bus service,Has this affected how often you use the bus,Relationship status,Do you get state welfare?,Are you disabled?,What type of building do you live in?,Do you rent or own your house?,How many children do you have?,Do you accompany your children to school?,Employment Status,What type of industry do you work in?,How many fulltime jobs do you have?,How many part time jobs do you have?,How many jobs do you have?,Where do you work?,Can you work from home?,Which borough do you work in?,What time do you go to work?,What time do you finish work?,What is your preferred language?
10202446,Female,999,Black/ African American/ Caribbean American,"No, not of Hispanic, Latino, or Spanish origin","High school graduate or equivalent (i.e., GED)","$35,000 - $49,999",Outer Brooklyn,11203,Brooklyn,Yes,I personally own or lease a car,1,Gasoline,Other,NA,Yes,No,NA,NA,My doorstep,NA,Staying the same,NA,Getting worse,I take the bus more frequently,Single,No,No,A one family house detached from any other house,Own,None,NA,Employed full time (working more than 30 hours per week),Hospitality,1,0,1 job,At a hospital/doctor's office/healthcare facility,"Yes, work from home",NA,11:15pm,8:30am,NA
10202456,Female,39,Asian,"No, not of Hispanic, Latino, or Spanish origin",Some college but degree not received or in progress,"$25,000 - $34,999",Inner Brooklyn,11237,Brooklyn,No,I do not have access to a car,NA,NA,NA,NA,Yes,No,NA,NA,A postal store,1-2 blocks,Staying the same,NA,Getting better,I take the bus less frequently,Married,No,No,A one family house attached to one or more houses,Rent,Two,No,Stay-at-home parent,NA,NA,NA,0,NA,NA,NA,,,NA
10202459,Female,28,Other,"Yes, Other",Some college but degree not received or in progress,"$35,000 - $49,999",Outer Queens,11691,Queens,No,I do not have access to a car,NA,NA,NA,NA,Yes,No,NA,NA,My doorstep,NA,Getting better,I use the subway more frequently,Getting better,I take the bus more frequently,Married,No,No,A building with 10 to 49 apartments,Rent,One,NA,Employed full time (working more than 30 hours per week),Health Care/Social Assistance,1,0,1 job,At an office,"Yes, work from home",NA,8:45 AM,5:45 PM,NA
10202462,Female,46,White/Caucasian,"Yes, Puerto Rican",Some college but degree not received or in progress,"$100,000 - $149,999",Outer Queens,11434,Queens,Yes,I personally own or lease a car,1,Gasoline,In a single family home garage or driveway,NA,Yes,Yes,3,Yes,My doorstep,NA,Getting worse,I use the subway less frequently,NA,NA,Married,No,No,A one family house detached from any other house,Own,One,No,Unemployed,NA,NA,NA,0,NA,NA,NA,,,NA
10202463,Male,50,Refused,Refused,Some college but degree not received or in progress,"$35,000 - $49,999",Inner Brooklyn,11231,Brooklyn,No,I do not have access to a car,NA,NA,NA,NA,No,No,NA,NA,"An alternative access point (i.e. Amazon locker, UPS, Access Point)",Less than 1 block,Staying the same,NA,Staying the same,NA,Married,No,No,A building with 10 to 49 apartments,Rent,None,NA,Employed full time (working more than 30 hours per week),Education,1,0,1 job,At a school or day care facility,"Yes, work from home",NA,6am,5pm,NA
10202465,Female,52,Two or more races,"Yes, Puerto Rican","Bachelor's degree (i.e., BA, BS, AB)","$50,000 - $74,999",Outer Queens,11694,Queens,Yes,I personally own or lease a car,2,Gasoline,In a single family home garage or driveway,NA,Yes,Yes,3,Yes,My doorstep,NA,Getting worse,I use the subway less frequently,Getting worse,I take the bus less frequently,Divorced,No,No,A one family house detached from any other house,Own,Two,No,Employed full time (working more than 30 hours per week),Health Care/Social Assistance,1,0,1 job,At an office,"Yes, work from home",NA,8:30am,7:pm,NA
10202466,Female,56,Black/ African American/ Caribbean American,"No, not of Hispanic, Latino, or Spanish origin",Some college but degree not received or in progress,"$15,000 - $24,999",Inner Brooklyn,11212,Brooklyn,Yes,I do not have access to a car,NA,NA,NA,NA,Yes,No,NA,NA,A postal store,Less than 1 block,Staying the same,NA,Staying the same,NA,Divorced,No,No,A building with 10 to 49 apartments,Rent,None,NA,Unemployed,NA,NA,NA,0,NA,NA,NA,,,NA
10202468,Female,68,Black/ African American/ Caribbean American,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (i.e., BA, BS, AB)","$50,000 - $74,999",Outer Brooklyn,11207,Brooklyn,No,I do not have access to a car,NA,NA,NA,NA,Yes,Yes,NA,NA,My doorstep,NA,Getting worse,I use the subway the same amount,Getting worse,I take the bus less frequently,Married,No,No,A one family house detached from any other house,Own,None,NA,Retired,NA,NA,NA,0,NA,NA,NA,,,NA
10202470,Female,49,Black/ African American/ Caribbean American,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (i.e., BA, BS, AB)","$100,000 - $149,999",Middle Queens,11432,Queens,Yes,I personally own or lease a car,2,Gasoline,In another parking garage or lot,Yes,Yes,Yes,1,Yes,My doorman,NA,Getting worse,I use the subway less frequently,NA,NA,Married,No,No,A building with 2 to 9 apartments,Rent,Two,Yes,Employed full time (working more than 30 hours per week),Health Care/Social Assistance,1,0,1 job,At a hospital/doctor's office/healthcare facility,"Yes, work from home",NA,7:00AM,7:30 PM,NA
10202476,Male,30,White/Caucasian,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (i.e., BA, BS, AB)","$75,000 - $99,999",Inner Brooklyn,11206,Brooklyn,Yes,Other,NA,NA,NA,NA,No,No,NA,NA,My lobby,NA,Staying the same,NA,Getting worse,I take the bus less frequently,Married,No,No,A building with 10 to 49 apartments,Rent,Four or more,Yes,Employed full time (working more than 30 hours per week),Financial services,1,0,1 job,At an office,"Yes, work from home",NA,10am,6pm,NA
10202480,Female,28,Black/ African American/ Caribbean American,"No, not of Hispanic, Latino, or Spanish origin",Some high school,"$35,000 - $49,999",Inner Brooklyn,11203,Brooklyn,No,I do not have access to a car,NA,NA,NA,NA,Yes,No,NA,NA,My doorstep,NA,Staying the same,NA,Getting better,I take the bus less frequently,Married,Yes,No,A one family house attached to one or more houses,Rent,Four or more,Yes,Stay-at-home parent,NA,NA,NA,0,NA,NA,NA,,,NA
10202482,Male,52,Other,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (i.e., BA, BS, AB)","$150,000-$199,999",Outer Queens,11420,Queens,Yes,I personally own or lease a car,4 or more,Gasoline,In a single family home garage or driveway,NA,Yes,No,NA,NA,My doorstep,NA,Getting worse,I use the subway less frequently,NA,NA,Married,No,No,A one family house detached from any other house,Own,None,NA,Employed full time (working more than 30 hours per week),Health Care/Social Assistance,1,0,1 job,At a hospital/doctor's office/healthcare facility,"Yes, work from home",NA,7am,5pm,NA
10202485,Female,57,Black/ African American/ Caribbean American,"No, not of Hispanic, Latino, or Spanish origin",Some high school,"$50,000 - $74,999",Inner Brooklyn,11206,Brooklyn,No,I do not have access to a car,NA,NA,NA,NA,Yes,No,NA,NA,"An alternative access point (i.e. Amazon locker, UPS, Access Point)",1-2 blocks,Getting worse,I use the subway the same amount,Staying the same,NA,Single,No,No,A building with 50 or more apartments,Rent,None,NA,Employed full time (working more than 30 hours per week),Government,1,0,1 job,At an office,"Yes, work from home",NA,8:00am,6:00pm,NA
10202487,Female,57,Two or more races,"No, not of Hispanic, Latino, or Spanish origin","High school graduate or equivalent (i.e., GED)","$50,000 - $74,999",Outer Queens,11436,Queens,Yes,I personally own or lease a car,1,Gasoline,On the street,NA,Yes,No,NA,NA,My doorstep,NA,Staying the same,NA,NA,NA,Divorced,No,No,A one family house attached to one or more houses,Own,None,NA,Employed full time (working more than 30 hours per week),Manufacturing,1,0,1 job,At an office,"Yes, work from home",NA,5am,630pm,NA
10202488,Female,89,Black/ African American/ Caribbean American,"No, not of Hispanic, Latino, or Spanish origin","High school graduate or equivalent (i.e., GED)","Less than $14,999",Outer Queens,11436,Queens,Yes,I personally own or lease a car,1,Gasoline,On the street,NA,Yes,No,NA,NA,My doorstep,NA,Getting worse,I use the subway more frequently,Staying the same,NA,Widowed,No,No,A one family house detached from any other house,Own,None,NA,Retired,NA,NA,NA,0,NA,NA,NA,,,NA
10202489,Female,53,Black/ African American/ Caribbean American,"No, not of Hispanic, Latino, or Spanish origin",Some college but degree not received or in progress,"$15,000 - $24,999",Middle Queens,11435,Queens,Yes,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",1,Gasoline,In a garage or lot in your apartment building,Yes,No,No,NA,NA,My doorstep,NA,Getting worse,I use the subway the same amount,Getting worse,I take the bus the same amount,Married,No,No,A building with 50 or more apartments,Rent,None,NA,Employed full time (working more than 30 hours per week),Non-profit,1,0,1 job,At a hospital/doctor's office/healthcare facility,"Yes, work from home",NA,9am,6:45pm,NA
10202495,Female,55,White/Caucasian,"No, not of Hispanic, Latino, or Spanish origin","High school graduate or equivalent (i.e., GED)","$100,000 - $149,999",Outer Queens,11361,Queens,No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",2,NA,In a single family home garage or driveway,NA,Yes,Yes,1,Yes,My doorstep,NA,Getting worse,Refused,Staying the same,NA,Married,No,No,A one family house detached from any other house,Own,One,NA,Stay-at-home parent,NA,NA,NA,0,NA,NA,NA,,,NA
10202497,Male,30,Black/ African American/ Caribbean American,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (i.e., BA, BS, AB)","$50,000 - $74,999",Outer Queens,11413,Queens,Yes,I personally own or lease a car,3,Gasoline,On the street,NA,Yes,Yes,4,Yes,My doorstep,NA,Staying the same,NA,Staying the same,NA,Married,No,No,A one family house detached from any other house,Own,None,NA,Employed full time (working more than 30 hours per week),Hospitality,1,0,1 job,At an office,"Yes, work from home",NA,12,12a,NA
10202502,Male,57,Other,"No, not of Hispanic, Latino, or Spanish origin","High school graduate or equivalent (i.e., GED)","$75,000 - $99,999",Outer Queens,11428,Queens,Yes,I personally own or lease a car,4 or more,Gasoline,On the street,NA,Yes,No,NA,NA,Other,NA,NA,NA,NA,NA,Married,No,No,A one family house detached from any other house,Own,None,NA,Employed full time (working more than 30 hours per week),Transportation and Utilities,1,0,1 job,Varying job sites,"Yes, work from home",NA,6am,4:30pm,NA
10202506,Male,22,White/Caucasian,"No, not of Hispanic, Latino, or Spanish origin",Some high school,"$25,000 - $34,999",Outer Brooklyn,11219,Brooklyn,Yes,I do not have access to a car,NA,NA,NA,NA,No,No,NA,NA,My lobby,NA,Getting better,I use the subway the same amount,Getting better,I take the bus the same amount,Married,No,No,A building with 50 or more apartments,Rent,One,No,Full time student,NA,NA,NA,0,NA,NA,NA,,,NA
10202510,Female,27,Black/ African American/ Caribbean American,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (i.e., BA, BS, AB)","$15,000 - $24,999",Outer Queens,11413,Queens,Yes,I personally own or lease a car,3,Gasoline,On the street,NA,Yes,Yes,4,Yes,My doorstep,NA,Staying the same,NA,Staying the same,NA,Married,No,No,A one family house detached from any other house,Rent,One,Yes,Employed part time (working less than 30 hours per week),Other,NA,1,1 job,Other,"Yes, work from home",NA,8:30 AM,5:30PM,NA
10202513,Male,36,Black/ African American/ Caribbean American,"Yes, Other",Some high school,"Less than $14,999",Outer Queens,11420,Queens,Yes,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",2,Gasoline,In a single family home garage or driveway,NA,Yes,No,NA,NA,My lobby,NA,Staying the same,NA,NA,NA,Single,Yes,No,A one family house detached from any other house,Rent,One,NA,Retired,NA,NA,NA,0,NA,NA,NA,,,NA
10202514,Male,63,White/Caucasian,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (i.e., BA, BS, AB)","$75,000 - $99,999",Middle Queens,11375,Queens,Yes,I personally own or lease a car,1,Gasoline,In a single family home garage or driveway,NA,Yes,No,NA,NA,An alternative address (i.e. a family member or friend's),3-5 blocks,Getting worse,I use the subway the same amount,NA,NA,Married,No,No,A one family house detached from any other house,Own,None,NA,Refused,NA,NA,NA,0,NA,NA,NA,,,NA
10202517,Female,55,White/Caucasian,"No, not of Hispanic, Latino, or Spanish origin",Some college but degree not received or in progress,"$200,000 and above",NOT CODED,11385,Queens,Yes,I personally own or lease a car,2,Gasoline,On the street,NA,Yes,Yes,2,Yes,My lobby,NA,Staying the same,NA,Staying the same,NA,Married,No,No,A building with 10 to 49 apartments,Rent,None,NA,Retired,NA,NA,NA,0,NA,NA,NA,,,NA
10202523,Female,63,White/Caucasian,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (i.e., BA, BS, AB)","$100,000 - $149,999",Middle Queens,11358,Queens,Yes,I personally own or lease a car,2,Gasoline,In a shared driveway,NA,No,Yes,2,Yes,My doorstep,NA,NA,NA,Staying the same,NA,Married,No,No,A one family house detached from any other house,Own,None,NA,Retired,NA,NA,NA,0,NA,NA,NA,,,NA
10202524,Female,35,Other,"Yes, Other","Bachelor's degree (i.e., BA, BS, AB)","$50,000 - $74,999",Inner Queens,11373,Queens,No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",1,Gasoline,In a single family home garage or driveway,NA,Yes,Yes,2,Yes,My doorstep,NA,Getting worse,I use the subway less frequently,Staying the same,NA,Married,No,No,A building with 2 to 9 apartments,Own,None,NA,Full time student,NA,NA,NA,0,NA,NA,NA,,,NA
10202525,Female,34,Black/ African American/ Caribbean American,"No, not of Hispanic, Latino, or Spanish origin",Some high school,"$15,000 - $24,999",Outer Queens,11422,Queens,No,I do not have access to a car,NA,NA,NA,NA,Yes,Yes,2,Yes,Other,NA,Getting worse,I use the subway more frequently,Getting worse,I take the bus more frequently,Married,No,No,A one family house attached to one or more houses,Rent,None,NA,Employed part time (working less than 30 hours per week),Health Care/Social Assistance,NA,1,1 job,Other,"Yes, work from home",NA,7AM,4PM,NA
10202527,Female,50,Two or more races,"No, not of Hispanic, Latino, or Spanish origin",Some college but degree not received or in progress,"Less than $14,999",Outer Brooklyn,11226,Brooklyn,No,I do not have access to a car,NA,NA,NA,NA,No,No,NA,NA,My doorman,NA,Staying the same,NA,Staying the same,NA,Living in a committed partnership,No,No,A building with 50 or more apartments,Rent,None,NA,NA,NA,NA,NA,0,NA,NA,NA,,,NA
10202530,Female,47,Black/ African American/ Caribbean American,"No, not of Hispanic, Latino, or Spanish origin",Some college but degree not received or in progress,"$25,000 - $34,999",Inner Brooklyn,11213,Brooklyn,No,I do not have access to a car,NA,NA,NA,NA,Yes,No,NA,NA,My doorstep,NA,Getting worse,I use the subway the same amount,Staying the same,NA,Single,No,No,A one family house attached to one or more houses,Own,None,NA,Employed part time (working less than 30 hours per week),Health Care/Social Assistance,NA,1,1 job,Varying job sites,"Yes, work from home",NA,9:00 AM,8:00 PM,NA
10202532,Female,71,Black/ African American/ Caribbean American,"No, not of Hispanic, Latino, or Spanish origin",Some high school,"Less than $14,999",Outer Queens,11423,Queens,No,I do not have access to a car,NA,NA,NA,NA,No,No,NA,NA,"An alternative access point (i.e. Amazon locker, UPS, Access Point)",3-5 blocks,Getting better,I use the subway the same amount,Staying the same,NA,Living in a committed partnership,No,No,A building with 2 to 9 apartments,Rent,One,Yes,Stay-at-home parent,NA,NA,NA,0,NA,NA,NA,,,NA
10202533,Male,64,Other,Refused,"High school graduate or equivalent (i.e., GED)","$75,000 - $99,999",Outer Queens,11412,Queens,Yes,I personally own or lease a car,2,Gasoline,In a single family home garage or driveway,NA,Yes,No,NA,NA,My doorstep,NA,Staying the same,NA,Getting better,I take the bus less frequently,Living in a committed partnership,No,No,A one family house detached from any other house,Own,One,Yes,Employed part time (working less than 30 hours per week),Construction,NA,1,1 job,Other,"Yes, work from home",NA,8am,3pm,NA
10202534,Female,65,Black/ African American/ Caribbean American,"No, not of Hispanic, Latino, or Spanish origin","High school graduate or equivalent (i.e., GED)","$15,000 - $24,999",Outer Brooklyn,11239,Brooklyn,No,I do not have access to a car,NA,NA,NA,NA,No,No,NA,NA,My doorstep,NA,NA,NA,Staying the same,NA,Widowed,No,Yes,A building with 10 to 49 apartments,Rent,None,NA,NA,NA,NA,NA,0,NA,NA,NA,,,NA
10202535,Male,30,Other,"Yes, Other","Bachelor's degree (i.e., BA, BS, AB)","$100,000 - $149,999",Outer Queens,11364,Queens,Yes,I personally own or lease a car,2,Gasoline,On the street,NA,Yes,No,NA,NA,A postal store,10-20 blocks,Getting worse,I use the subway less frequently,Staying the same,NA,Married,No,No,A building with 2 to 9 apartments,Own,None,NA,Employed full time (working more than 30 hours per week),Government,1,0,1 job,At an office,"Yes, work from home",NA,11pm,9am,NA
10202539,Female,67,Black/ African American/ Caribbean American,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (i.e., BA, BS, AB)","$75,000 - $99,999",Outer Queens,11411,Queens,Yes,I personally own or lease a car,2,Gasoline,In a single family home garage or driveway,NA,Yes,No,NA,NA,A postal store,10-20 blocks,Getting worse,I use the subway less frequently,Getting worse,I take the bus less frequently,Divorced,No,No,A one family house detached from any other house,Own,Two,No,Retired,NA,NA,NA,0,NA,NA,NA,,,NA
10202542,Female,65,White/Caucasian,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (i.e., BA, BS, AB)","$100,000 - $149,999",Inner Queens,11372,Queens,Yes,I do not have access to a car,NA,NA,NA,NA,Yes,Yes,2,Yes,My doorstep,NA,Getting worse,I use the subway the same amount,Staying the same,NA,Married,No,No,A building with 50 or more apartments,Own,None,NA,Retired,NA,NA,NA,0,NA,NA,NA,,,NA
10202543,Female,21,Black/ African American/ Caribbean American,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (i.e., BA, BS, AB)","$100,000 - $149,999",Outer Queens,11691,Queens,No,I personally own or lease a car,1,Gasoline,On the street,NA,Yes,No,NA,NA,My doorstep,NA,Getting worse,I use the subway the same amount,NA,NA,Single,No,No,A building with 10 to 49 apartments,Rent,Three,Yes,Employed full time (working more than 30 hours per week),Health Care/Social Assistance,0,2,2 jobs,At a hospital/doctor's office/healthcare facility,"Yes, work from home",NA,9:am,6:pm,NA
10202544,Male,44,Black/ African American/ Caribbean American,"No, not of Hispanic, Latino, or Spanish origin",Some college but degree not received or in progress,"$35,000 - $49,999",Outer Queens,11691,Queens,Yes,I personally own or lease a car,2,Gasoline,On the street,No,Yes,Yes,1,Yes,An alternative address (i.e. a family member or friend's),10-20 blocks,Getting worse,I use the subway less frequently,Getting worse,I take the bus less frequently,Single,No,No,A building with 50 or more apartments,Rent,One,NA,Employed full time (working more than 30 hours per week),Other,1,0,1 job,In a remote location that is not at home (i.e. a coworking space or coffee shop),"Yes, work from home",NA,8am,9pm,NA
10202545,Male,62,White/Caucasian,"No, not of Hispanic, Latino, or Spanish origin",Some college but degree not received or in progress,"$75,000 - $99,999",Middle Queens,11418,Queens,Yes,I personally own or lease a car,2,Hybrid,In a single family home garage or driveway,NA,Yes,Yes,4,Yes,"An alternative access point (i.e. Amazon locker, UPS, Access Point)",Less than 1 block,NA,NA,NA,NA,Married,No,No,A one family house detached from any other house,Own,None,NA,Employed full time (working more than 30 hours per week),Other,1,0,1 job,At an office,"Yes, work from home",NA,9am,645pm,NA
10202546,Female,48,Black/ African American/ Caribbean American,"No, not of Hispanic, Latino, or Spanish origin","High school graduate or equivalent (i.e., GED)","$15,000 - $24,999",Outer Brooklyn,11234,Brooklyn,Yes,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",4 or more,Refused,On the street,NA,No,No,NA,NA,A postal store,6-10 blocks,NA,NA,Staying the same,NA,Single,Yes,No,A building with 2 to 9 apartments,Rent,Two,Yes,Unemployed,NA,NA,NA,0,NA,NA,NA,,,NA
10202547,Female,26,Other,"Yes, Other",Some college but degree not received or in progress,"$75,000 - $99,999",Outer Brooklyn,11223,Brooklyn,Yes,I personally own or lease a car,1,Gasoline,On the street,NA,Yes,No,NA,NA,My doorstep,NA,Getting worse,I use the subway less frequently,Getting better,I take the bus the same amount,Married,No,No,A building with 2 to 9 apartments,Rent,One,NA,Employed part time (working less than 30 hours per week),Other,NA,1,1 job,At an office,"Yes, work from home",NA,9am,6:30pm,NA
10202549,Male,64,Black/ African American/ Caribbean American,"Yes, Other",Some college but degree not received or in progress,"$50,000 - $74,999",Outer Brooklyn,11208,Brooklyn,Yes,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",2,Gasoline,In a garage or lot in your apartment building,Yes,No,Yes,1,Yes,Other,NA,Getting worse,I use the subway less frequently,Getting worse,I take the bus less frequently,Married,No,No,A building with 10 to 49 apartments,Rent,None,NA,Retired,NA,NA,NA,0,NA,NA,NA,,,NA
10202564,Female,62,Black/ African American/ Caribbean American,"No, not of Hispanic, Latino, or Spanish origin","High school graduate or equivalent (i.e., GED)","$35,000 - $49,999",Middle Queens,11435,Queens,No,I do not have access to a car,NA,NA,NA,NA,Yes,No,NA,NA,My doorstep,NA,Staying the same,NA,Staying the same,NA,Married,No,No,A building with 50 or more apartments,Rent,None,NA,Employed full time (working more than 30 hours per week),Retail,1,0,1 job,"At a store, restaurant, or hotel","Yes, work from home",NA,6:30am,3:00pm,NA
10202576,Female,50,Two or more races,"Yes, Other",Some high school,"Less than $14,999",Outer Brooklyn,11207,Brooklyn,No,I do not have access to a car,NA,NA,NA,NA,No,No,NA,NA,My doorstep,NA,NA,NA,NA,NA,Single,Yes,No,A one family house attached to one or more houses,Rent,None,NA,Other,NA,NA,NA,0,NA,NA,NA,,,NA
10202581,Female,999,Black/ African American/ Caribbean American,"No, not of Hispanic, Latino, or Spanish origin",Some college but degree not received or in progress,"$50,000 - $74,999",Outer Queens,11413,Queens,Yes,Other,NA,NA,NA,NA,No,Yes,3,No,My doorstep,NA,NA,NA,Getting better,I take the bus the same amount,Single,No,No,A one family house detached from any other house,Own,NA,NA,Retired,NA,NA,NA,0,NA,NA,NA,,,NA
10202583,Female,70,Black/ African American/ Caribbean American,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (i.e., BA, BS, AB)","$15,000 - $24,999",Inner Brooklyn,11238,Brooklyn,Yes,I personally own or lease a car,1,Gasoline,In a garage or lot in your apartment building,No,No,Yes,1,Yes,An alternative address (i.e. a family member or friend's),NA,NA,NA,Staying the same,NA,Single,No,No,A building with 10 to 49 apartments,Rent,One,No,Retired,NA,NA,NA,0,NA,NA,NA,,,NA
10202585,Female,58,Other,"Yes, Other",Some college but degree not received or in progress,"$50,000 - $74,999",Outer Queens,11427,Queens,No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",1,Gasoline,On the street,NA,No,Yes,1,Yes,My doorstep,NA,Staying the same,NA,Getting better,Refused,Married,No,No,A building with 2 to 9 apartments,Own,None,NA,Unemployed,NA,NA,NA,0,NA,NA,NA,,,NA
10202593,Female,72,Black/ African American/ Caribbean American,"No, not of Hispanic, Latino, or Spanish origin",No high school,"Less than $14,999",Middle Queens,11432,Queens,No,I do not have access to a car,NA,NA,NA,NA,No,No,NA,NA,My lobby,NA,NA,NA,Staying the same,NA,Single,Yes,No,A building with 10 to 49 apartments,Rent,None,NA,Retired,NA,NA,NA,0,NA,NA,NA,,,NA
10202599,Female,40,Black/ African American/ Caribbean American,"Yes, Cuban",Some college but degree not received or in progress,"$25,000 - $34,999",Southern Bronx,10467,The Bronx,Yes,I personally own or lease a car,1,Gasoline,In another parking garage or lot,Yes,Yes,No,NA,NA,An alternative address (i.e. a family member or friend's),6-10 blocks,Getting worse,I use the subway the same amount,Staying the same,NA,Married,No,No,A building with 2 to 9 apartments,Own,Two,Yes,Stay-at-home parent,NA,NA,NA,0,NA,NA,NA,,,NA
10202601,Female,84,Black/ African American/ Caribbean American,"No, not of Hispanic, Latino, or Spanish origin",No high school,"$15,000 - $24,999",Outer Brooklyn,11226,Brooklyn,No,I do not have access to a car,NA,NA,NA,NA,No,No,NA,NA,Refused,NA,Getting worse,Refused,Getting worse,I take the bus more frequently,Single,No,No,A one family house attached to one or more houses,Own,None,NA,Retired,NA,NA,NA,0,NA,NA,NA,,,NA
10202604,Female,52,Other,"Yes, Other",Some high school,"$150,000-$199,999",Inner Queens,11368,Queens,No,I personally own or lease a car,2,Gasoline,In a single family home garage or driveway,NA,Yes,Yes,2,Yes,My lobby,NA,NA,NA,Staying the same,NA,Married,No,No,A one family house detached from any other house,Rent,None,NA,Stay-at-home parent,NA,NA,NA,0,NA,NA,NA,,,NA
10202605,Female,56,Black/ African American/ Caribbean American,"No, not of Hispanic, Latino, or Spanish origin",Some college but degree not received or in progress,"$50,000 - $74,999",Inner Brooklyn,11233,Brooklyn,No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",2,Gasoline,In a garage or lot in your apartment building,No,Yes,Yes,3,Yes,An alternative address (i.e. a family member or friend's),More than 20 blocks,Getting worse,I use the subway less frequently,Staying the same,NA,Married,No,No,A building with 10 to 49 apartments,Rent,None,NA,Employed full time (working more than 30 hours per week),"Professional & Business Services (consulting, legal, marketing)",1,0,1 job,At an office,"Yes, work from home",NA,7:00 AM,6:00 PM,NA
10202606,Male,65,Refused,"Yes, Other",Some college but degree not received or in progress,"$50,000 - $74,999",Inner Queens,11105,Queens,Yes,I personally own or lease a car,1,Gasoline,On the street,NA,No,Yes,2,Yes,My workplace,NA,Getting worse,I use the subway less frequently,NA,NA,Married,No,No,A building with 2 to 9 apartments,Rent,One,Yes,Employed full time (working more than 30 hours per week),Other,1,0,1 job,Other,"Yes, work from home",NA,7:00 AM,330 pm,NA
10202607,Male,64,White/Caucasian,"No, not of Hispanic, Latino, or Spanish origin","High school graduate or equivalent (i.e., GED)","$100,000 - $149,999",Outer Queens,11378,Queens,Yes,I personally own or lease a car,1,Gasoline,In a single family home garage or driveway,NA,Yes,No,NA,NA,An alternative address (i.e. a family member or friend's),Refused,Refused,NA,Refused,NA,Married,No,No,A one family house attached to one or more houses,Own,None,NA,Retired,NA,NA,NA,0,NA,NA,NA,,,NA
10202608,Female,55,Two or more races,"Yes, Cuban","Bachelor's degree (i.e., BA, BS, AB)","$100,000 - $149,999",NOT CODED,11379,Queens,Yes,I personally own or lease a car,3,Hybrid,In a shared driveway,NA,Yes,Yes,2,Yes,"An alternative access point (i.e. Amazon locker, UPS, Access Point)",3-5 blocks,Getting worse,I use the subway less frequently,Staying the same,NA,Married,No,No,A one family house attached to one or more houses,Own,One,No,Employed full time (working more than 30 hours per week),Other,1,0,1 job,At an office,"Yes, work from home",NA,am,pm,NA
10202609,Male,63,Black/ African American/ Caribbean American,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (i.e., BA, BS, AB)","Less than $14,999",Inner Brooklyn,11238,Brooklyn,Yes,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",1,Gasoline,On the street,NA,Yes,Yes,2,Yes,My lobby,NA,Staying the same,NA,Getting worse,I take the bus the same amount,Single,No,No,A building with 10 to 49 apartments,Rent,None,NA,Employed part time (working less than 30 hours per week),Education,NA,1,1 job,At a school or day care facility,"Yes, work from home",NA,8am,4pm,NA
10202613,Female,57,White/Caucasian,"No, not of Hispanic, Latino, or Spanish origin","High school graduate or equivalent (i.e., GED)","$25,000 - $34,999",Outer Brooklyn,11204,Brooklyn,Yes,I do not have access to a car,NA,NA,NA,NA,Yes,No,NA,NA,My lobby,NA,Getting worse,I use the subway less frequently,Getting worse,I take the bus the same amount,Married,No,No,A one family house attached to one or more houses,Rent,One,Yes,Unemployed,NA,NA,NA,0,NA,NA,NA,,,NA
10202614,Male,22,White/Caucasian,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (i.e., BA, BS, AB)","$75,000 - $99,999",Outer Brooklyn,11214,Brooklyn,Yes,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",2,Gasoline,In a single family home garage or driveway,NA,Yes,Yes,1,Yes,My doorstep,NA,Getting worse,I use the subway the same amount,Getting better,I take the bus the same amount,Single,No,No,A one family house detached from any other house,Own,None,NA,Unemployed,NA,NA,NA,0,NA,NA,NA,,,NA
